Nom_de_la_gare;Code_postal;depart;Total_frequentation_2020;Total_frequentation_2019;Total_frequentation_2018;Total_frequentation_2017;Total_frequentation_2016;Total_frequentation_2015
Ablon-sur-Seine;94480;94;797009;1457253;1462108;1471462;1453063;1427319
Aéroport Charles de Gaulle 2 TGV;95700;95;7770624;15484328;15155766;14898232;13747460;13180740
Agay;83530;83;15390;22284;15093;14154;19240;19121
Agde;34300;34;492975;677860;735372;871364;825820;828146
Agonac;24460;24;3271;2538;1492;1583;1134;1127
Aiguebelle;73220;73;62936;80418;76441;77759;69078;67365
Aimargues;30470;30;3752;1034;445;230;159;86
Aix-les-Bains le Revard;73100;73;1236162;1893845;1609468;1713011;1619647;1624127
Albi;81000;81;358781;519537;460184;541024;490814;516090
Alençon;61000;61;291213;500276;462758;510863;491412;543251
Allassac;19240;19;15856;23411;18504;16670;14697;16854
Alouette France;33600;33;231636;379203;283035;258716;231359;239759
Ambazac;87240;87;25184;27893;25961;30597;31750;34127
Amilly Ouerray;28300;28;24910;26442;23309;23907;25333;23290
Amplepuis;69550;69;257831;396420;345515;397295;372581;361664
Anché - Voulon;86700;86;7457;9770;8847;9727;11143;13583
Angers Maître École;49000;49;18317;23126;16070;12708;12663;16649
Arcachon;33120;33;965652;1357418;1134798;1137993;991196;1006452
Arches;88380;88;40349;64056;51087;53916;52117;58746
Arenc Euroméditerranée;13007;13;35506;56897;42045;19702;15652;20319
Argentan;61200;61;219503;368363;343060;372634;364748;387799
Arles;13200;13;505022;972262;910613;1007160;953887;969716
Arnèke;59285;59;108883;159773;150582;157975;155262;147483
Artix;64170;64;30597;42665;33858;40928;38017;41904
Ascq;59650;59;9877;16603;18741;17590;14407;14630
Aubazines - Saint-Hilaire;19190;19;5011;8137;6662;8054;7895;8467
Aubiat;63260;63;5053;8809;7945;6420;4849;4419
Aubigny-au-Bac;59265;59;25519;50636;44209;47944;49293;52267
Auboué;54580;54;1568;2608;1839;2186;3420;4747
Auffay;76720;76;199471;268491;246409;235795;233186;247195
Aulnay-sous-Bois;93600;93;13389057;24479374;24831698;24926269;24327097;23726233
Avesnes-sur-Helpe;59440;59;139440;213490;191697;207153;200795;226339
Avrechy;60130;60;3772;5073;6801;6887;6980;7219
Aytré Plage;17440;17;7205;11310;9352;11792;12485;13118
Babinière;44240;44;34528;65168;93097;114818;107295;96983
Baccarat;54120;54;108566;160508;146052;161851;167642;181420
Bagneaux-sur-Loing;77167;77;16051;29663;57849;114246;223786;439600
Baillargues;34670;34;166854;188711;156311;174582;146538;127626
Bains-les-Bains;88240;88;1965;2801;2384;3047;3918;4001
Ballancourt-sur-Essonne;91610;91;265484;485406;498440;515230;521401;525543
Ballan-Miré;37510;37;28881;44366;38016;36096;33804;38356
Bandol;83150;83;275219;406146;380402;426078;394520;383255
Bantzenheim;68490;68;4662;7285;8034;9423;10091;10914
Batz-sur-Mer;44740;44;11761;15922;12216;11675;9851;8915
Bayard;52170;52;193;981;2074;1296;1730;2037
Bayonne;64100;64;742168;1065319;931467;1012545;899855;942793
Baziège;31450;31;52111;55961;50573;68316;67474;74680
Beaucaire;30300;30;17161;6521;7446;9383;8729;9525
Beaumont-le-Roger;27170;27;6269;12520;13543;14013;12102;12389
Beautiran;33640;33;236712;343921;294931;275980;252580;223526
Bellac;87300;87;16307;26216;23075;34347;36090;32527
Bellegarde-sur-Valserine;01200;1;969052;1632078;1439345;1690035;1698813;1773757
Belleville;54940;54;17494;25006;23040;28306;28504;28800
Belz - Ploemel;56550;56;1375;1586;1127;450;1078;1187
Bena Fanes;66760;66;23;78;33;4;10;2
Bergerac;24100;24;249033;231789;339295;371690;343754;361849
Berlaimont;59145;59;8730;19722;17711;18551;15493;19691
Bersac-sur-Rivalier;87370;87;3064;4347;4566;5126;5404;4818
Bertrichamps;54120;54;3434;3894;3502;3521;4560;5641
Besançon Franche-Comté TGV;25870;25;397413;747106;729140;809837;776023;783470
Besançon Mouillère;25000;25;65449;100998;95171;115096;104326;120887
Béthune;62400;62;1418482;2298296;2180644;2306104;2219957;2284929
Bigny;18190;18;79;358;1061;1996;1920;2098
Bischheim;67800;67;32597;52507;46267;45637;47310;43357
Bitschwiller-lès-Thann;68620;68;29187;36084;32939;35640;33589;37642
Blainville - Damelevières;54360;54;222109;314225;307683;330346;348991;369727
Blanzy;71450;71;21322;13853;7317;6130;5586;7439
Bléré - La Croix;37150;37;127337;182004;174670;173976;159769;160351
Bollène La Croisière;84500;84;87212;134248;115731;136888;129801;142446
Bondy;93140;93;6877262;12574385;12799616;13024968;13017323;12955985
Bonson;42160;42;36464;66667;57138;59067;55706;64674
Bordeaux Saint-Jean;33800;33;13980117;22094568;20101236;18724123;15248003;15077923
Bouchain;59111;59;25002;37029;34644;36656;33428;32641
Bougival;78170;78;479553;876847;869907;869754;851846;811830
Boulazac;24750;24;0;0;0;0;0;0
Boulogne Tintelleries;62200;62;260656;393366;357726;383423;365365;383316
Bourbourg;59630;59;17061;20921;14818;15587;14627;10384
Bourgtheroulde - Thuit-Hébert;27520;27;5189;2424;1534;1717;2347;2591
Boussens;31360;31;156245;238072;209191;258391;217663;232257
Brebières;62117;62;66521;86470;81038;81110;79737;79692
Brélidy - Plouëc;22140;22;5021;4787;2925;1748;2270;2903
Bretenoux - Biars;46130;46;9375;15092;14024;16366;18328;21919
Breuil - Romain;51140;51;22209;19333;13976;13838;13118;23285
Briare;45250;45;30194;47148;43985;48170;45392;50561
Brou;28160;28;64559;80996;74844;76016;70824;74059
Bruz;35170;35;149123;207960;162636;150068;135118;132642
Bugeat;19170;19;4761;7502;5992;5810;5815;7142
Bussière-Galant;87230;87;12295;17746;15815;19077;21535;19921
Byans-sur-Doubs;25320;25;6415;5284;4466;8714;11428;11908
Caffiers;62132;62;1764;3196;2945;3274;5727;6298
Calais;62100;62;946969;1248299;1118979;1227921;1249149;1343647
Cambo-les-Bains;64250;64;6764;7449;4459;5754;7240;21789
Cambrai;59400;59;580709;871992;784322;859598;822387;835261
Campagnac - Saint-Geniez;12560;12;531;763;770;915;487;846
Cannes;06400;6;2898310;5155821;4434290;4878441;4380099;4514123
Capvern;65130;65;3388;3638;3673;6742;7984;8146
Carantilly - Marigny;50570;50;0;0;1403;1948;1404;1697
Carmaux;81400;81;62788;84973;76308;96438;89990;100213
Carnoët - Locarn;22160;22;2633;2557;3410;3273;3558;2918
Carpentras;84000;84;163728;313857;313065;356186;257686;149254
Castres;81100;81;112879;162664;156874;224526;218628;245844
Caudéran Mérignac;33700;33;38370;72314;55965;60107;40743;47128
Chamelet;69620;69;6775;13321;9539;8453;12411;11419
Champagné;72470;72;14192;22836;20618;26741;34654;40979
Chanac;48230;48;64;222;547;612;606;743
Changis - Saint-Jean;77660;77;165586;302651;308219;317021;318892;318992
Chanteloup-les-Vignes;78570;78;393734;719119;757040;796777;823290;838046
Chantilly - Gouvieux;60500;60;2117570;3349698;3034233;3254320;3126163;3026896
Chapeauroux;48600;48;611;707;500;500;464;311
Chaponval;95430;95;30477;55733;55078;54127;53547;53160
Chartrettes;77590;77;29206;53428;51957;50979;48843;46822
Chasseneuil-sur-Bonnieure;16260;16;5765;17783;21027;28700;27141;31627
Chasseradès;48250;48;849;968;776;621;662;517
Chasse-sur-Rhône;38670;38;170111;244068;197986;200597;180944;193953
Châteauneuf-sur-Charente;16120;16;36591;56387;48544;51176;48921;47548
Château-Thierry;02400;2;1194637;1988616;2005288;2174980;2233171;2405027
Châtelet les Halles;75001;75;18036615;32978142;32450133;31827871;30742412;29526620
Châtellerault;86100;86;421608;614508;567297;649052;632821;657243
Chaumont-en-Vexin;60240;60;222146;388463;388844;467479;472321;482795
Chazay - Marcilly;69380;69;12148;17133;13054;17384;15361;13632
Cheilly-lès-Maranges;71150;71;11925;10672;8213;6454;5515;4566
Chemilly - Appoigny;89250;89;1286;4728;1835;1913;1564;2542
Chenevières;54122;54;2163;2096;2221;3028;3185;2659
Cholet;49280;49;402313;624853;588766;676452;651787;690784
Cintegabelle;31550;31;72035;102217;98091;130112;123578;123392
Cires-lès-Mello;60660;60;87280;120527;109328;123365;125450;133725
Cize - Bolozon;01250;1;964;1481;477;586;906;2132
Clamart;92140;92;1143075;2089944;2298488;2528160;2734253;2936829
Clermont-Ferrand;63000;63;3300079;4859541;4359247;4688198;4373078;4647177
Cluses;74300;74;477186;610769;556755;580075;524986;519960
Colmar Mésanges;68000;68;2422;4190;4571;3442;2119;2769
Colombes;92700;92;3366928;6156786;6305152;6159813;5993177;6039242
Colomiers;31770;31;227709;299622;308601;388358;368906;388807
Commentry;03600;3;116028;161158;169606;186845;191139;212736
Commercy;55200;55;148298;228414;214510;220061;200006;210915
Connerré - Beillé;72160;72;71116;177084;198421;209792;206249;223971
Corbehem;62112;62;18911;29767;29762;31272;30967;34093
Corcy;02600;2;3;0;0;7;102;529
Cordes - Vindrac;81170;81;6466;9138;7395;9472;8567;9877
Corgoloin;21700;21;12146;15088;12843;13228;12360;13779
Cornil;19150;19;3418;4762;3654;4309;3443;3539
Corrèze;19800;19;3271;4298;4209;4737;4771;3665
Coudekerque-Branche;59210;59;9656;26533;12240;7773;7710;7642
Couilly - Saint-Germain - Quincy;77860;77;55974;102343;103334;104909;104449;103643
Courbevoie;92400;92;2323852;4250102;4177376;4109605;3970658;4048997
Coursan;11110;11;2409;4105;2708;2550;2154;2427
Coutances;50200;50;111684;166017;155249;184691;180268;201559
Coutras;33230;33;342492;470413;422570;436598;422696;432835
Crest;26400;26;52330;75386;58015;59650;57212;56260
Crissé;72140;72;660;1409;2138;2685;2054;1355
Dachstein;67120;67;67074;106254;88930;80157;69926;69998
Damblain;88320;88;41;261;406;601;581;579
Dangé-Saint-Romain;86220;86;18885;20056;12949;11270;13323;14147
Dannemarie - Velesmes;25410;25;30667;24692;21128;25444;28129;26559
Darsac;43270;43;2094;3386;2834;6034;8542;7577
Dax;40100;40;794978;1164973;1080759;1163250;1092530;1121643
Deuil - Montmagny;95170;95;1689708;3089529;3127940;3147953;3255886;3351403
Diarville;54930;54;1373;1911;2234;1745;1284;2125
Dieulouard;54380;54;93871;151575;137144;139928;134356;142808
Dijon;21000;21;5606850;8581128;7835231;8388538;7974325;8323892
Dives-sur-Mer - Cabourg;14390;14;14684;27525;20593;26720;24560;26357
Dives-sur-Mer Port Guillaume;14160;14;1567;2510;1828;2978;2669;2978
Dombasle-sur-Meurthe;54110;54;273878;346733;344036;364452;364708;385871
Domont;95330;95;1432536;2620960;2694723;2673396;2710479;2734396
Don - Sainghin;59272;59;153240;279741;274350;295907;286843;293755
Donchery;08350;8;20503;23429;22467;25803;26257;21570
Dourdan;91410;91;520612;951888;930666;917332;890369;866000
Drefféac;44530;44;3737;7414;5658;3504;3111;2799
Dugny - La Courneuve T11;93120;93;254099;464595;474457;240459;0;0
Ebblinghem;59173;59;12028;28572;27692;24707;24212;26163
Échirolles;38130;38;352252;572134;493392;535604;475174;506953
Éguzon-Chantôme;36270;36;1996;4960;4776;6297;5731;5382
Elne;66200;66;36863;65786;64944;78349;67193;73536
Entraigues-sur-la-Sorgue;84700;84;39335;79583;77547;93044;54435;31693
Entzheim Aéroport;67960;67;232547;468577;429828;435123;431006;433791
Épône - Mézières;78680;78;561383;1023974;1107734;1205405;1293560;1388532
Escalquens;31750;31;45517;57402;49190;64311;62219;63141
Estressin;38200;38;62138;90877;71330;82698;77341;89537
Étalans;25580;25;48741;48324;43353;48453;47593;45347
Étigny - Véron;89510;89;4663;7273;4868;6285;6936;7684
Évreux Normandie;27000;27;866494;1411717;1361615;1453288;1384892;1424346
Èze;06360;6;74836;157317;121230;123802;99817;95155
Abbeville;80100;80;632199;946702;887907;937872;908851;948013
Farbus;62580;62;2352;3655;2718;1824;1852;2630
Achères Ville;78260;78;1896770;3468208;3478859;3497615;3454567;3389509
Fellering;68470;68;23468;25221;24528;26713;29281;27050
Aéroport Charles de Gaulle 1;93290;93;4359621;7971396;7590098;7199779;6690263;6226179
Feurs;42110;42;146395;232364;208608;235718;206565;226786
Aigrefeuille-d'Aunis;17290;17;24987;31170;18670;14513;266;0
Feyzin;69320;69;88813;138477;142500;155105;147368;154133
Aigues-Mortes;30220;30;5683;6146;5311;4822;3546;3917
Figeac;46100;46;112778;124903;171463;209149;200919;204296
Ailly-sur-Somme;80470;80;131401;168438;157681;163330;154908;162534
Fontenay-le-Fleury;78330;78;1732634;3165988;2800672;2498898;2181172;1894635
Aiserey;21110;21;19409;25004;24241;25375;24134;26267
Fontpédrouse;66360;66;2240;3012;2886;3009;3703;3614
Aix-en-Provence TGV;13592;13;3167797;5529463;5534968;5690886;5235505;5212927
Fougeray - Langon;35390;35;12307;16822;13342;9697;10415;12838
Ambérieu-en-Bugey;01500;1;1047909;1568650;1460784;1529395;1485291;1494362
Fouilloy;60220;60;1692;1747;1394;1277;1231;478
Amiens;80017;80;4991907;7244237;7087454;7361261;7066833;7195919
Fraisses - Unieux;42490;42;181;527;434;149;808;943
Ancy-sur-Moselle;57130;57;37560;50264;50010;49942;50233;53552
Franchet d'Esperey;51100;51;70769;73054;53799;46450;42094;45306
Angoulême;16000;16;1307929;2148663;2014635;2158917;1986721;2020819
Franconville - Le Plessis-Bouchard;95130;95;3213185;5875083;5952225;5831267;5722193;5593007
Anizy - Pinon;02320;2;59518;87841;75945;83874;80983;87381
Freinville Sevran;93270;93;651427;1191070;1194722;1192432;1168850;1144456
Anthéor Cap Roux;83530;83;5313;6677;3680;3503;3867;4098
Frénouville - Cagny;14630;14;9392;19546;15018;15249;13308;10752
Arbois;39600;39;52302;52202;44352;50131;42298;50090
Fréteval - Morée;41160;41;2479;3872;3447;3635;4175;3792
Arcy-sur-Cure;89270;89;2568;2752;2091;2408;1962;2249
Frouard;54390;54;33962;54606;46822;45636;37882;41051
Argenteuil;95100;95;8869575;16219640;16094786;15608674;15388969;14929217
Gagny;93220;93;2786126;5094411;5155124;5225983;5196181;5145520
Argentière;74400;74;12408;14463;15238;13277;15678;16513
Gaillon - Aubevoye;27600;27;434564;693857;615427;667689;621395;607880
Arleux;59151;59;22092;39865;39776;45719;47584;51057
Garchizy;58600;58;45;9;6;18;58;65
Artenay;45410;45;60524;71415;62685;62856;60354;61368
Genlis;21110;21;265968;304092;275055;299221;284779;292316
Arvant;43360;43;26500;51427;37485;42656;37278;43701
Génolhac;30450;30;19329;25944;26077;28878;30160;26947
Assier;46320;46;7173;8883;7528;9895;10561;10321
Germaine;51160;51;13927;17553;17521;19527;19879;20198
Aubiet;32270;32;7529;10418;7586;9714;7969;8221
Gertwiller;67140;67;22647;26369;24238;25665;24846;25690
Aubigné-Racan;72800;72;8620;13396;13647;15823;19307;18342
Gevrey-Chambertin;21220;21;82277;106048;91622;99128;86418;95685
Aubin-Saint-Vaast;62140;62;5;126;83;3;32;46
Gignac - Cressensac;46600;46;39;116;436;859;1228;1534
Aubusson;23200;23;516;4438;4171;6342;7732;7745
Gilly-sur-Loire;71160;71;3469;3741;2677;4186;5764;6047
Audrieu;14250;14;10779;15635;14323;16234;16471;16984
Gimont Cahuzac;32200;32;37732;54608;43555;56408;51139;57265
Aulnat Aéroport;63510;63;6224;10154;8009;10477;12081;14703
Gisors;27140;27;549536;967490;978613;1160748;1179029;1189008
Aulnoye-Aymeries;59620;59;563985;776408;747296;767801;725763;756182
Golfe Juan Vallauris;06220;6;256873;457687;394434;431803;373614;386288
Aurillac;15000;15;101308;150218;171189;193417;178963;200801
Gourdon;46300;46;75932;96737;84878;97678;97145;100610
Auterive;31190;31;323167;429473;396139;495450;492933;513079
Gournay - Ferrières;76220;76;3045;7125;10094;13094;10654;13070
Autun;71400;71;60025;61002;63796;63847;64509;74269
Grandvillars;90600;90;7904;6894;194;0;0;0
Auxerre Saint-Gervais;89000;89;340387;560740;471139;534816;480027;523567
Grandvilliers;60210;60;50401;43744;45726;51804;54952;56726
Avesnelles;59440;59;2791;7084;6868;5569;4698;6201
Gudmont;52320;52;1808;3576;2697;2071;1915;1642
Avignon TGV;84000;84;3214950;6111884;5501306;5820754;5726574;5769520
Gujan-Mestras;33470;33;353685;529438;463250;483579;447791;465438
Bailleau-le-Pin;28120;28;67661;79178;76427;74398;75577;77159
Gunsbach - Griesbach;68140;68;15724;19337;18386;23087;22226;20815
Balsièges;48000;48;16;12;6;2;5;3
Hagondange;57300;57;872958;1289074;1267737;1341267;1381611;1442705
Banassac - La Canourgue;48500;48;2556;3164;3646;4045;4094;4541
Hargicourt - Pierrepont;80500;80;15700;16867;14222;17002;17562;16591
Banyuls-sur-Mer;66650;66;50479;74781;64538;80181;71187;73499
Hautmont;59330;59;43155;83504;77176;79194;68744;72206
Barr;67140;67;268076;378456;362335;373021;363304;378638
Haybes;08170;8;28125;30678;28905;30012;30349;35602
Barsac;33720;33;14286;19071;17065;20850;21672;23455
Heilles - Mouchy;60250;60;2963;2001;3433;4160;4285;3568
Base Aérienne;41200;41;95;0;0;0;0;0
Hellemmes;59260;59;1452;3251;3003;2678;3459;4392
Bassens;33530;33;23363;39149;24017;18450;13262;16097
Hennebont;56700;56;101630;150458;124587;135785;131130;132554
Bayeux;14400;14;390248;715911;612212;684415;662562;694749
Herblay;95220;95;1827589;3341643;3353417;3380147;3342904;3221262
Bayon;54290;54;133612;174983;163956;176138;175642;182594
Héricy;77850;77;30934;56569;57252;58225;58087;57934
Beau Marais;62100;62;3180;2990;2191;3080;1828;1292
Igny;91430;91;248827;454785;462240;474176;475809;475777
Beaune;21200;21;745563;1026031;958452;1073924;992018;1068638
Illiers-Combray;28120;28;190068;207955;192194;185400;178885;183481
Belle-Isle - Bégard;22810;22;2286;1711;1700;2129;2125;3489
Ingersheim Cité Scolaire;68040;68;18930;19495;20227;26196;29867;31209
Belleville-sur-Vie;85170;85;57289;85566;73772;67909;58233;49298
Isles - Armentières - Congis;77440;77;56630;103553;103680;103988;102504;100521
Bellevue;92360;92;725261;1326402;1346821;1370573;1369605;1360814
Jacques Monod la Demi-Lieue;76290;76;4865;7934;5428;8120;8253;10051
Bénesse-Maremne;40230;40;11675;13991;9254;8096;8446;7184
Javel;75015;75;1961538;3586477;3621602;3667671;3643685;3602308
Bengy-sur-Craon;18520;18;17995;16781;12622;13874;11735;7331
Joigny-sur-Meuse;08700;8;13973;14007;14796;16490;19924;21861
Bessancourt;95550;95;403535;737892;707523;700747;668488;635190
Juan les Pins;06160;6;565665;1013810;843212;910332;749873;800762
Bétaille;46110;46;10;5;20;7;7;70
Kerhostin;56170;56;1838;1782;1411;1572;1257;1551
Beynes;78650;78;105223;192598;188216;184586;177372;169429
Kuntzig;57110;57;1135;929;622;561;1398;1865
Beynost;01700;1;171264;266627;247532;252573;232170;227335
La Basse Indre - Saint-Herblain;44610;44;22448;35569;24395;28283;30153;25242
Biache-Saint-Vaast;62118;62;37582;61097;57790;64218;59082;60233
La Charité-sur-Loire;58400;58;156014;168644;168709;193152;188859;197943
Biarritz;64200;64;539919;714274;620280;626256;524310;527980
La Ciotat - Ceyreste;13600;13;461579;674653;630687;677416;607338;585343
Bidos;64400;64;2525;7401;4020;5771;3829;0
La Défense;92800;92;16539035;30264172;29752335;29470800;28638151;28392626
Blangy-sur-Bresle;76340;76;29382;21218;22833;28546;31099;32310
La Fresnais;35111;35;9665;15788;12175;14017;14777;14727
Bohain-en-Vermandois;02110;2;136809;177618;193577;213904;209885;202770
La Mothe-Achard;85150;85;38867;57654;50511;52838;50390;47771
Bois-le-Roi;77590;77;639660;1169555;1208919;1249808;1268641;1287788
La Plaine Stade de France - Saint-Denis - Aubervilliers;93200;93;8616895;15759876;15486341;15307926;14819294;14298405
Boisleux-au-Mont;62175;62;879;1937;1115;894;636;1478
La Porcherie;87380;87;3009;3740;2613;2569;4509;4962
Boissy-l'Aillerie;95650;95;114449;207727;221223;239132;251490;233191
La Possonnière;49170;49;59342;113151;109779;106305;96400;93634
Bolbec - Nointot;76210;76;0;3280;6070;7403;7726;9072
La Rochelle;17000;17;1863689;2794979;2480334;2585445;2214341;2358417
Bologne;52310;52;1999;3479;2216;2661;5014;3077
La Seyne - Six-Fours;83500;83;261435;401061;366694;407423;370489;349675
Bonnemain;35270;35;3261;4671;4713;7397;8156;6891
La Tour-de-Salvagny;69890;69;104749;126387;127182;130905;114729;94063
Bonneville;74130;74;244939;306078;287469;296238;248596;245051
La Tricherie;86490;86;17968;21736;20676;18790;17366;19769
Bords;17430;17;5494;8135;6178;7084;7378;9671
La Verrière;78320;78;2264112;4138664;4420623;4756541;5019988;5270556
Bouray;91850;91;807376;1476220;1463257;1470879;1442819;1408495
La Ville Gozet;03100;3;635;453;321;328;411;777
Bourg-Saint-Maurice;73700;73;307769;461416;430832;432412;434087;419412
La Villette Saint-Prest;28300;28;86209;116291;107936;116183;120130;132002
Bouy;51400;51;38;778;889;1262;964;908
L'Abbaye;93190;93;468347;856326;869325;878787;872604;865256
Bouzonville;57320;57;12232;19477;23612;28274;27628;30252
Labenne;40530;40;26661;40509;30245;30003;27794;27985
Breitenbach-Haut-Rhin;68380;68;28763;30219;27185;28724;31159;31894
Laboissière - Le Déluge;60570;60;25990;27855;25292;23832;21395;17744
Bressuire;79300;79;16133;23722;23188;26896;25548;28442
Lacapelle-Viescamp;15150;15;18;51;31;9;16;32
Bretteville - Norrey;14740;14;21779;26421;19515;22059;20034;19555
Lafarge;87260;87;2755;4155;4876;5445;6098;7759
Brioude;43100;43;61464;95704;77937;93356;82274;87560
Laguépie;82250;82;4219;5671;4258;4525;3845;4188
Broye;71190;71;5732;4836;6919;7856;6225;5896
Lalinde;24150;24;14034;14540;22985;22235;20266;22561
Brunoy;91800;91;2811943;5141272;5045320;4964873;4792605;4604922
Abancourt;60220;60;32396;42685;40228;43760;41096;39720
Lamure-sur-Azergues;69870;69;15377;25077;21666;22679;26273;32362
Bussac-Forêt;17100;17;2216;2918;3155;3470;2421;2949
Achères Grand Cormier;78100;78;120871;221003;228032;235698;238687;241046
Lancerf;22860;22;367;446;358;134;325;339
Cadaujac;33140;33;22884;43876;41353;42938;38884;41806
Acheux - Franleu;80560;80;0;2;235;104;308;898
Landébia;22130;22;1847;2057;3078;3324;3656;5031
Cap-d'Ail;06320;6;74013;99635;77459;89868;73501;67959
Agen;47000;47;1076205;1514154;1386499;1493068;1427026;1478938
Langon;33210;33;666261;960440;876674;848212;784828;801550
Carentan;50500;50;144917;248476;228589;255168;237106;250138
Alaï;69340;69;32702;37840;37031;35720;27939;21972
Laroquebrou;15150;15;2638;3527;3546;3815;4322;5164
Carnoules;83660;83;60842;97030;90048;104587;95145;92675
Albert;80300;80;434447;592150;559962;589341;569815;566521
Lathus-Saint-Rémy;86390;86;579;822;537;611;799;1099
Carry-le-Rouet;13620;13;40959;80636;73731;83910;78019;87905
Albigny - Neuville;69250;69;232802;298206;286806;307525;289737;299538
Lavoûte-sur-Loire;43800;43;8303;8833;7061;6330;9611;9780
Cenon;33150;33;541773;843611;628845;578015;469512;435511
Allée de la Tour Rendez-Vous;93320;93;344568;630008;651602;673383;683635;690917
Le Bourget T11;93350;93;1313026;2400737;2456747;1246435;0;0
Cerbère;66290;66;34933;53142;49136;55700;51893;58653
Altkirch;68130;68;271706;403345;379683;388164;358549;355644
Le Bras de Fer;91000;91;1606639;2937587;2961835;2997353;2976043;2937923
Cercottes;45520;45;36970;42501;36191;31548;29410;29910
Amifontaine;02190;2;13302;14722;15470;15485;12624;11071
Le Chénay Gagny;93220;93;1787681;3268600;3277376;3294408;3248342;3187642
Cercy-la-Tour;58340;58;15351;28653;26574;33395;33532;34819
Angerville;91670;91;100210;183224;175547;170954;162250;153525
Le Grau-du-Roi;30240;30;127601;59262;53899;57017;49797;59445
Cergy le Haut;95800;95;3685855;6739264;6755489;6809697;6743592;6647546
Annappes;59650;59;882;1638;1285;811;641;883
Le Meux - Lacroix-Saint-Ouen;60880;60;26071;39014;32022;34707;34528;33071
Cessieu;38110;38;24956;33073;24194;26634;29977;29255
Annecy;74000;74;1953611;2917596;2761473;2988615;2771156;2794841
Le Molay-Littry;14330;14;16827;21046;19002;21613;23463;23771
Ceyzériat;01250;1;3169;6762;4123;4694;4885;4297
Annemasse;74100;74;809866;887222;772613;992382;958873;977439
Le Plessis Chenet;91830;91;22022;40266;41814;43875;45020;45980
Chabanais;16150;16;16;2255;3850;7182;6541;6885
Arbanats;33640;33;46502;58138;42489;40409;38450;40206
Le Theil - La Rouge;61260;61;13117;20229;18549;18680;20037;21490
Chalais;16210;16;16085;22302;16505;16052;14990;17180
Armentières;59280;59;766939;992292;952158;1033285;1021043;1014340
Le Toec;31000;31;5366;5295;3553;3025;3435;3717
Chamousset;73390;73;22831;25795;27915;32484;28457;26523
Arnage;72230;72;7963;12703;14550;17688;15575;19029
Le Tréport - Mers-les-Bains;76470;76;28429;34731;40868;49062;50976;56461
Champagne-Ardenne TGV;51430;51;705172;1443249;1211919;1236603;1125130;1147157
Ars-sur-Moselle;57130;57;92577;135661;128422;141740;152213;172301
Leforest;62790;62;232915;338559;299177;310182;280768;278649
Champagnole Paul-Émile Victor;39300;39;1507;2545;1571;4248;5910;6323
Asnières-sur-Seine;92600;92;9294333;16996318;16317005;15666171;15431212;13008898
Lens;62300;62;1327286;2138178;1994360;2198889;2138149;2132431
Chantenay;44000;44;27555;45506;35066;30325;28301;26504
Athis-Mons;91200;91;921369;1684717;1680397;1687816;1660228;1625618
Lépin-le-Lac - La Bauche;73610;73;40970;56105;55118;63877;53151;60382
Chaponost;69630;69;74261;91801;80970;77448;65119;59240
Aubagne;13400;13;792884;1197801;1168800;1214671;1052462;933784
Les Ardoines;94400;94;1417399;2591321;2586453;2578806;2525837;2462788
Château-du-Loir;72500;72;101551;191083;199290;209846;201777;202387
Aubigny-en-Artois;62690;62;39296;50207;48982;58250;60607;63351
Les Fontinettes;62100;62;14946;30715;25605;26935;24662;22148
Château-Gaillard;28210;28;3302;3720;3358;4982;4606;3856
Auchy-lès-Hesdin;62770;62;589;1133;1414;5041;7936;9640
Les Grésillons;92230;92;1506311;2754273;2688760;2643726;2550407;2446842
Châtel-Censoir;89660;89;3101;4959;3339;3511;3124;3652
Audruicq;62370;62;246811;312681;291570;305750;292105;288767
Les Islettes;55120;55;28;83;103;26;40;154
Chauffailles;71170;71;24170;30581;22345;19261;26956;31888
Avion;62210;62;45458;84499;78849;83024;77329;79387
Les Laumes Alésia;21150;21;170280;209064;199605;215028;195231;208438
Chaulnes;80320;80;66093;85930;81548;92924;92898;96724
Ax-les-Thermes;09110;9;35495;66861;68712;84104;76609;87362
Les Martres-de-Veyre;63730;63;159203;189789;184266;205303;206407;209797
Chaumont;52000;52;271642;429160;421277;489943;492441;525352
Ay;51160;51;42312;58894;59687;67310;67550;64703
Les Praz de Chamonix;74400;74;4392;5418;6842;6363;5002;5497
Chauny;02300;2;533188;604887;604047;645715;597526;583290
Baisieux;59780;59;33237;57067;54454;53118;44687;37822
Les Quatre-Routes-du-Lot;46110;46;1101;1358;1383;1479;1638;2784
Chaux-des-Crotenay;39230;39;973;1721;1285;2441;1317;1993
Baraqueville Carcenac Peyralès;12160;12;7645;9837;6223;6141;6053;5699
Les Sables Blancs;56340;56;335;364;225;173;230;207
Chevaigné;35250;35;49121;55765;45466;43305;35341;31216
Bar-sur-Aube;10200;10;79554;89686;74247;83462;81953;83007
Lesseux - Frapelle;88490;88;0;0;3;37;389;344
Chevrières;60710;60;20332;28748;25476;27867;24603;29656
Bauvin - Provin;59221;59;133130;232472;219799;225098;217562;216372
Lézignan-Corbières;11200;11;71123;97511;79030;101833;93211;90191
Chézy-sur-Marne;02570;2;70385;117503;106910;107151;101564;97565
Bazancourt;51110;51;216673;217529;206456;232532;224561;216728
Liart;08290;8;203;274;24;10;7;22
Chouzy-sur-Cisse;41150;41;475;751;4616;8329;10939;13082
