Nom_de_la_gare;Code_postal;depart;Total_frequentation_2020;Total_frequentation_2019;Total_frequentation_2018;Total_frequentation_2017;Total_frequentation_2016;Total_frequentation_2015
Grésy-sur-Isère;73460;73;10781;17257;13601;14508;14268;14943
Rieux - Angicourt;60870;60;120995;164911;160918;180836;184705;191072
Lavaufranche;23600;23;251;518;421;394;294;301
Albens;73410;73;67880;106006;84275;99810;86676;86131
Guérard - La Celle-sur-Morin;77580;77;48200;88140;84271;81222;76508;71847
Rombas - Clouange;57120;57;41738;67381;60009;63890;62424;71512
Lavaur;81500;81;122839;171606;151372;186700;173689;193336
Albi Madeleine;81000;81;37520;51855;44787;55019;52084;63723
Guingamp;22200;22;646170;880728;795654;794449;727517;739720
Rosheim;67560;67;184199;279309;258334;258569;248873;238821
Le Bosquet;06400;6;52529;85092;52143;6957;43474;50071
Albias;82350;82;11378;11386;8780;11579;9415;10586
Haguenau;67500;67;1645963;2168445;2057877;2078626;1966985;1993420
Rosny Bois Perrier;93110;93;3502699;6404337;6491187;6520046;6464430;6381483
Le Buet;74660;74;1890;2074;1642;1418;1404;1377
Ambronay - Priay;01500;1;5665;9145;5983;6623;7700;7463
Halte de Fontanil – Lycée de Drap;06340;6;18730;32827;31377;36186;29718;24618
Rosporden;29140;29;140684;195824;176783;199107;190587;187865
Le Burg;19240;19;275;217;412;465;243;517
Anchamps;08500;8;5694;7376;6979;6235;5123;6400
Herbitzheim;67260;67;57339;48572;49621;56582;57424;56514
Rountzenheim;67480;67;22632;31261;27752;29914;32155;34186
Le Cellier;44850;44;34534;53036;44667;41617;33439;33316
Andelot-en-Montagne;39320;39;4698;5782;4050;6806;9288;9918
Héricourt;70400;70;154923;185342;155940;177926;173055;189731
Royat - Chamalières;63130;63;1809;3335;3000;3512;3279;4031
Le Coteau;42120;42;66687;105244;96416;117647;121796;139638
Andrézieux-Bouthéon;42160;42;20292;37934;25637;23002;19698;24472
Hermes - Berthecourt;60370;60;106798;130545;124931;120859;121363;123037
Ruelle-sur-Touvre;16600;16;480;956;3501;5251;5148;6692
Le Dramont;83530;83;9735;11865;6563;4854;6532;6413
Angers Saint-Laud;49100;49;5282039;8830401;8265338;8687733;8258536;8325666
Hochfelden;67270;67;225438;289164;257706;272514;260968;262622
Ruffey-lès-Echirey;21200;21;13979;11368;13066;15158;13713;17446
Le Haut Banc;62250;62;2705;4388;4759;6494;6223;6543
Angoulins sur Mer;17690;17;7140;11349;9187;16213;15996;14955
Hoffen;67250;67;8548;11441;7030;6809;5683;6123
Rungis La Fraternelle;94150;94;422567;772844;785411;808269;813669;816513
Le Havre;76600;76;1463213;2307865;2064894;2177533;2026260;2187132
Anor;59186;59;14384;20768;20097;20943;20983;22276
Hombourg-Haut;57470;57;6757;10604;7687;9175;5873;4927
Saillans;26340;26;11778;13514;9770;11765;10594;9405
Le Lioran;15300;15;6284;16717;22312;23083;29538;25580
Apach;57480;57;369;907;1164;1105;1059;1066
Homécourt;54310;54;16708;30182;25483;31140;32861;28983
Saint-Amand-les-Eaux;59230;59;614196;972805;908229;927513;857807;849569
Le Pallet;44330;44;176704;261461;229230;230553;200280;183978
Appilly;60400;60;5965;7990;7832;6961;6728;5493
Hunspach;67250;67;2822;3353;3248;2165;5130;6380
Saint-Amour;39160;39;33285;51071;43525;45116;39553;40849
Le Péage-de-Roussillon;38550;38;723749;1082408;999360;1047008;982502;990606
Arc-et-Senans;25610;25;47438;55544;43376;50233;47098;43531
Huriel;03380;3;6;26;24;112;150;120
Saint-André-de-Corcy;01390;1;184403;322924;288219;312523;298633;296470
Le Pont-de-Beauvoisin;38480;38;111278;179897;207280;256461;229279;260827
Argenton-sur-Creuse;36200;36;148238;192154;161190;168092;157769;170559
Irigny Yvours;69540;69;0;0;0;0;0;0
Saint-Antoine;13015;13;17971;33063;33061;38804;30814;30930
Le Pont-de-Claix;38800;38;4685;9383;5805;8034;8184;12466
Arrou;28290;28;7471;8096;7113;7322;6770;6001
Is-sur-Tille;21120;21;85318;171380;192670;218702;208226;216293
Saint-Antoine-du-Rocher;37360;37;13290;14268;17539;17089;19044;21199
Le Puy-en-Velay;43000;43;209696;340273;290301;258444;298132;314622
Audun-le-Roman;54560;54;4600;6265;4803;6641;7155;10122
Issy-les-Moulineaux;92130;92;1339549;2449700;2477283;2511813;2500733;2476163
Saint-Avold;57500;57;188041;313591;286866;329339;309257;333759
Le Teich;33470;33;232651;325212;268380;258851;237255;243485
Aumale;76390;76;865;951;1693;2295;1727;1926
Istres;13800;13;27559;55373;54825;56917;59418;75367
Saint-Béron - La Bridoire;73520;73;11205;15911;17138;20433;19063;17741
Le Vert de Maisons;94700;94;1675026;3062538;3158156;3254355;3293224;3318507
Auneau;28700;28;16876;30190;30121;31784;33197;32939
Ivry-sur-Seine;94200;94;2720129;4974218;4987697;5034584;4976350;4899522
Saint-Brieuc;22000;22;1121325;1675242;1544106;1596582;1522278;1522386
Le Vieux Briollay;49125;49;16718;22877;20784;21836;19947;20489
Auvers-sur-Oise;95430;95;74720;137596;124831;127133;123968;121177
Joué-lès-Tours;37300;37;40648;59792;54472;58228;59882;64733
Saint-Césaire;30900;30;11084;16278;12823;14749;9770;10413
Lentilly;69210;69;273796;417136;391407;395910;341186;330415
Avenay-Val-d'Or;51160;51;17236;18793;12786;15908;21039;24502
Juvisy-sur-Orge;91260;91;21998701;40222510;43157732;42199755;40463299;38614086
Saint-Clair - Les Roches;38370;38;453853;686554;614019;625571;560057;538322
Les Arcs - Draguignan;83460;83;669575;1023994;930626;1089376;1004161;994419
Avenue du Président Kennedy Maison de Radio France;75016;75;969800;1773182;1804822;1836151;1838993;1832910
La Barre Ormesson;95170;95;1617889;2958201;2929551;2884526;2938751;2978869
Saint-Claude;39200;39;14553;33828;25474;33105;33065;33303
Les Bardys;87480;87;929;1653;4371;5833;4974;5023
Avenue Foch;75016;75;672618;1229815;1217132;1211248;1181387;1146187
La Bernerie-en-Retz;44760;44;24445;30187;23817;22179;15663;8984
Saint-Cyprien Arènes;31300;31;262346;318818;286794;360548;354885;380889
Les Bons Pères;59131;59;1569;1919;1004;1068;787;1070
Avignon Centre;84000;84;1487369;2676697;2509917;2994767;2723164;2684913
La Bonneville-sur-Iton;27190;27;4318;5879;6705;10923;10024;8913
Saint-Cyr Les Lecques - La Cadière;83270;83;296406;424700;399008;429899;397364;391946
Les Cauquillous;81500;81;7693;13579;9895;14838;15190;16376
Avoudrey;25690;25;13740;21973;15850;17198;17448;19852
La Borne Blanche;60560;60;95188;168264;175718;187219;192996;203215
Saint-Dalmas de Tende;06430;6;3695;5949;4602;7356;7654;7171
Les Clairières de Verneuil;78480;78;205506;375772;385612;398401;402805;405538
Azay-le-Rideau;37190;37;66667;84578;72388;71656;70146;70977
La Brohinière;35360;35;8610;12887;11065;14145;15866;17421
Sainte-Colombe;25300;25;15185;12094;13993;16285;13339;13097
Les Églisottes-et-Chalaures;33230;33;18059;21979;17957;15364;14905;12777
Bagnac-sur-Célé;46270;46;920;1569;3358;4727;4038;4367
La Celle-Saint-Cloud;78170;78;1143181;2090228;2080360;2077227;2036429;2006487
Sainte-Gauburge;61370;61;1062;3656;3617;3826;4134;3578
Les Mais;22160;22;476;840;423;597;314;280
Bailleul;59270;59;955001;1277000;1180319;1247895;1194822;1194529
La Chapelle-sur-Loire;37140;37;1519;1931;1791;1927;2174;2568
Sainte-Marthe en Provence;13014;13;17900;28648;24839;52239;53579;57591
Les Perrières;58640;58;487;1831;746;579;1070;1717
Bailleul-Sir-Berthoult;62580;62;640;852;687;951;1628;1035
La Clayette - Baudemont;71800;71;22176;26913;24523;21946;25456;29159
Saint-Florent-sur-Cher;18400;18;8315;13388;13623;15890;16555;17712
Les Rosiers-sur-Loire;49350;49;41186;60806;53053;51409;48540;52118
Bainville-sur-Madon;54550;54;2;60;7;563;2676;3102
La Ferté-Alais;91590;91;215192;393534;420283;451160;474134;496233
Saint-Georges-de-Luzençon;12100;12;280;1591;1189;1076;2466;11473
Les Tines;74400;74;2133;2759;2767;2270;2590;2415
Balbigny;42510;42;72773;104699;97226;121001;131532;137643
La Ferté-Bernard;72400;72;190489;360698;357667;403104;411953;442860
Saint-Georges-de-Reneins;69830;69;39371;66746;57702;59201;60094;63468
Les Trillers;03190;3;723;1024;673;797;718;2143
Bannalec;29380;29;25645;28103;22562;22688;23072;23529
La Frette - Montigny;95530;95;472350;863960;875843;890871;888918;894694
Saint-Germain-en-Laye Bel-Air - Fourqueux;78100;78;132260;241825;247908;254373;257161;259013
Les Vallées;92250;92;2342371;4283672;4280459;4265730;4185281;4079450
Barentin;76360;76;211734;297659;278674;298319;318445;350326
La Guerche-sur-l'Aubois;18150;18;32199;36367;28453;31303;29628;27400
Saint-Gildas-des-Bois;44530;44;16340;33328;38546;47967;49030;43785
Les Yvris Noisy-le-Grand;93160;93;510705;933786;926641;929718;912202;889783
Barenton-Bugny;02000;2;6211;6141;8608;11174;10665;9537
La Hume;33470;33;118014;189202;156975;153705;148957;158726
Saint-Gilles Lycée Haut-Rhin;68920;68;63288;58513;53955;62013;63746;67659
Lieusaint - Moissy;77127;77;3206507;5862953;5887369;5928369;5859154;5757090
Barjac;48000;48;109;76;16;24;23;4
La Hutte Coulombiers;72130;72;8862;17621;14966;15499;13864;16714
Saint-Gilles-Croix-de-Vie;85800;85;79246;113411;99438;105626;93217;61724
Lille Europe;59777;59;5243137;12309007;12215918;13197651;12350098;12454880
Bar-le-Duc;55000;55;349939;520730;476511;519100;484575;518672
La Loupe;28240;28;399998;480629;438656;450193;448954;456318
Saint-Jean-de-Luz - Ciboure;64500;64;338098;475809;393444;425313;377871;391674
Lille Porte de Douai;59000;59;19925;31099;27727;23505;21321;19537
Baroncourt;55240;55;5756;9000;7517;9225;8703;12179
La Penne-sur-Huveaune;13821;13;46980;68514;65286;75227;66088;53456
Saint-Laurent-d'Aigouze;30220;30;863;425;236;651;596;607
L'Isle-Jourdain;32600;32;258547;332085;286500;348704;327780;327705
Bas - Monistrol-sur-Loire;43120;43;68900;128095;102704;82170;114027;123502
La Ricamarie;42150;42;5261;10351;7720;9797;9443;11867
Saint-Laurent-de-la-Prée - Fouras;17450;17;22090;33925;27653;37600;32003;31888
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;84800;84;112889;191618;175213;208822;198557;207370
Bas Évette;90350;90;3614;6821;5387;6267;5992;6166
La Rivière de Mansac;19520;19;66;263;177;339;228;89
Saint-Leu-d'Esserent;60340;60;64102;117808;118327;127725;126491;129788
L'Isthme;56170;56;992;2014;315;563;1762;2352
Basse-Ham;57110;57;14;646;523;642;632;1408
La Souterraine;23300;23;130158;238442;224841;250017;232792;242616
Saint-Louis les Aygalades;13000;13;0;0;0;0;16;30
Logelbach;68124;68;22194;36187;32443;31769;31194;36040
Baume-les-Dames;25110;25;193902;230033;200332;213721;212465;219640
La Teste-de-Buch;33260;33;320479;482468;420539;431058;401739;421700
Saint-Maixent-L'École;79400;79;150545;221933;215028;252306;246284;252440
Longecourt-en-Plaine;21230;21;2912;4425;5133;7745;6576;6444
Beaugency;45190;45;304508;457457;420632;428055;418995;439896
La Verpillière;38290;38;758932;1171483;1062930;1040627;919034;937806
Saint-Mariens - Saint-Yzan;33620;33;132931;191730;167479;158800;146244;144821
Longpont;02600;2;111;114;124;149;108;177
Beauvais;60000;60;1235349;1659496;1623600;1753022;1724446;1683465
Lachaud Curmilhac;43013;43;985;1425;2247;1263;903;879
Saint-Mars-la-Brière;72470;72;2026;9515;10393;16072;16082;16442
Longpré-les-Corps-Saints;80510;80;119785;175526;175305;194017;185253;184290
Beauvoisin;30640;30;4826;916;299;585;800;552
L'Aigle;61300;61;124775;188262;168438;172903;170803;158444
Saint-Martin-de-Crau;13310;13;61043;90873;83479;92036;90739;89200
Longueil-Annel;60150;60;13925;22887;22726;23440;21085;18279
Bécon les Bruyères;92400;92;5613320;10269355;10508412;10854104;11036425;11668320
Laillé;35890;35;10753;16302;14529;17846;23001;24140
Saint-Nabord;88200;88;4724;6705;5103;5094;3978;2351
Longueil-Sainte-Marie;60126;60;24630;40050;36959;45314;46988;43509
Bédarieux;34600;34;16035;13726;15337;17095;16859;17230
Lamballe;22400;22;436089;616629;555668;550151;524259;519668
Saint-Nom-la-Bretèche Forêt de Marly;78620;78;732116;1338668;1361743;1390132;1389478;1426316
Longwy;54400;54;386892;690960;675593;706150;655028;633557
Bédarrides;84370;84;9782;20446;20795;26959;20850;22469
Lamothe-Landerron;33190;33;2176;2617;2429;2823;3331;3541
Saint-Ouen;93400;93;2066391;3778187;3826855;3935467;3949540;3942411
Loreux;41200;41;4520;4223;4323;4640;4508;4652
Bedous;64490;64;12252;16872;12640;18010;15975;525
Lamothe-Montravel;24230;24;4349;2920;3147;5069;6315;6628
Saint-Patrice;37130;37;9345;10059;9915;8345;8360;8861
Loriol-sur-Drôme;26270;26;39667;62121;45255;51460;47475;55570
Bègles;33130;33;24877;34296;27100;24941;18524;22853
Lamotte-Beuvron;41600;41;173643;238286;226203;234230;239096;252593
Saint-Raphaël;83700;83;961094;1421409;1258954;1520480;1457285;1525346
Louhossoa;64250;64;390;498;498;498;493;484
Belfort - Montbéliard TGV;90400;90;494349;1013416;1004942;1084539;1013255;991608
Langogne;48300;48;20007;28294;25211;30735;29672;26222
Saint-Remy-en-l'Eau;60130;60;89;170;92;311;206;632
Ludres;54710;54;14306;22919;17438;16244;15686;15639
Belleville sur Sâone;69220;69;761586;1194759;1062798;1085241;1039521;1072268
Lannion;22300;22;197244;278099;240091;239673;219925;212904
Saint-Saturnin-lès-Avignon;84450;84;13520;19977;16523;16460;13198;19959
Lumes;08440;8;16421;15942;17542;21534;20465;20192
Belvès;24170;24;3663;7409;7242;9336;9965;10094
Laragne-Montéglin;05300;5;9031;17947;20265;24952;24148;24927
Saint-Saviol;86400;86;23456;33056;28325;34869;36575;36325
Lunéville;54300;54;814542;1171854;1123412;1148092;1096957;1154733
Bénestroff;57670;57;7919;11223;9158;8829;7830;7232
L'Ariane La Trinité;06340;6;15559;31204;23898;23129;17609;14802
Saint-Sébastien Frêne Rond;44230;44;17575;28256;26294;24981;21474;15863
Lussac-les-Châteaux;86320;86;17096;22309;19520;26226;26702;24970
Béning-lès-Saint-Avold;57800;57;96755;162558;135648;157834;149095;159800
Le Bugue;24260;24;6303;11454;10156;13123;13423;12367
Achiet-le-Grand;62121;62;67305;97848;92323;96451;92084;92018
Saint-Sébastien Pas Enchantés;44230;44;18327;30198;31292;31559;30728;25589
Lutzelbourg;57820;57;50185;73763;68739;62679;57524;59662
Bernay;27300;27;420999;596636;559000;605195;581938;605322
Le Croisic;44490;44;96927;145106;129695;142330;131551;121382
Aguilcourt - Variscourt;02190;2;10436;8796;6155;7368;8979;9821
Saint-Seurin-sur-l'Isle;33660;33;86773;117350;109771;122325;117801;113359
Luxé;16230;16;18100;23325;21635;27468;24996;22633
Berthelming;57930;57;15676;21267;21396;20083;20717;19951
Le Dorat;87210;87;14433;19196;17164;21886;25037;26369
Aiguebelette-le-Lac;73610;73;2921;4754;2535;3117;3912;4071
Saint-Thégonnec;29410;29;80;591;399;662;1114;536
Luxeuil-les-Bains;70300;70;19999;19251;21188;25898;28143;29914
Besançon Viotte;25000;25;1744777;2368816;2141025;2327766;2242759;2333037
Le Fauga;31410;31;47824;51144;52728;62201;53867;57731
Aillevillers;70320;70;8639;7348;4429;5594;5942;6932
Saint-Victor - Thizy;42630;42;18210;20748;19050;21617;21460;18268
Machilly;74140;74;28442;22807;17101;22105;18531;17134
Beuvry lès Béthune;62660;62;7478;16102;12855;13702;12758;14810
Le Mée-sur-Seine;77350;77;1305061;2386412;2428170;2458895;2449483;2431688
Ailly-sur-Noye;80250;80;117411;138388;123942;137197;136869;143798
Saint-Vincent le Château;43800;43;6339;11474;8591;6262;10825;11129
Mandelieu-la-Napoule;06210;6;83962;151733;125775;175808;149886;167386
Bibliothèque François Mitterrand;75013;75;15220367;27828914;28137619;28540419;28385788;28099826
Le Pénity;22850;22;3235;2752;3098;3028;2742;2809
Aix-en-Provence;13100;13;237191;677934;961434;1382849;1247617;1264519
Saint-Vincent-de-Tyrosse;40230;40;152988;207431;181906;200167;171492;175165
Manosque - Gréoux-les-Bains;04100;4;44366;90904;110502;137799;126035;131216
Bidarray Pont Noblia;64780;64;2001;2497;1739;1600;1621;957
Le Poirier Université;59125;59;92909;220564;197807;194150;167957;183246
Albertville;73200;73;240757;369184;346132;400250;393600;426546
Sallaumines;62430;62;9591;15527;12786;12327;14027;17301
Mantes Station;78200;78;482261;883928;899086;921694;922332;921561
Biffontaine;88430;88;806;1175;1579;2871;3142;3041
Le Rouget;15290;15;3554;6155;9298;11043;12407;14420
Alès;30100;30;384842;542284;521900;576382;551574;523513
Sannois;95110;95;2013908;3682623;3660733;3523862;3247072;3270836
Marans;17230;17;376;843;576;1412;1995;1423
Billy-Montigny;62420;62;173372;291949;276449;277286;254399;266380
Le Stade;92700;92;1354595;2477161;2212788;2307206;2430476;2537738
Allenc;48190;48;182;235;198;132;116;123
Santeuil - Le Perchay;95640;95;11092;20305;25450;32353;39950;39355
Marbache;54820;54;15271;19855;17978;15930;14137;16503
Bischoffsheim;67830;67;116231;166309;153206;153410;153137;159592
Lentilly Charpenay;69210;69;155924;283754;264640;277917;228454;194189
Alleyras;43580;43;949;1310;1013;812;598;510
Saône;25660;25;22035;30007;25591;29757;27234;30774
Marignac - Saint-Béat;31440;31;1574;2090;1606;2728;3911;4007
Blois - Chambord;41000;41;1168307;1884896;1832376;1970757;1874320;1918919
Lérouville;55200;55;6658;8591;7383;6023;4815;5307
Amagne - Lucquy;08300;8;38365;52065;48163;47918;37854;40539
Sarliève - Cournon;63800;63;22334;39848;31825;37747;32533;38706
Marmagne;18500;18;4351;6292;5714;6942;7274;6778
Blonville-sur-Mer - Benerville;14910;14;1398;2404;1927;2020;1978;1977
Les Deux Jumeaux;64700;64;23722;32774;21101;24654;21850;22642
Amboise;37400;37;475329;737138;695319;700521;642113;647856
Sarralbe;57430;57;973;3224;3973;4341;3627;4459
Maroeuil;62161;62;9351;14208;13588;20374;21672;22069
Bogny-sur-Meuse;08120;8;66622;65702;64059;68922;68443;73728
Les Eyzies-de-Tayac-Sireuil;24620;24;10521;20871;17280;21489;22584;21824
Ancenis;44150;44;778934;1248518;1157751;1203715;1115563;1076664
Sarre-Union;67260;67;151454;122093;133155;155645;162468;163180
Maromme;76150;76;85065;124269;116224;119958;111798;135483
Bouaye;44830;44;24669;33921;26796;25179;19696;17241
Les Lacs;35500;35;13488;16383;14661;14078;12276;13065
Andrésy;78570;78;243554;445551;499012;563440;623470;583871
Sartrouville;78500;78;6358474;11625842;11680197;11795222;11687774;11523782
Marseillan Plage;34340;34;8269;10913;9131;8290;6885;7208
Boucoiran-et-Nozières;30190;30;3772;1745;1768;1224;1396;1106
Les Longevilles-Rochejean;25370;25;239;834;666;845;637;665
Anse;69480;69;355418;555189;496428;496552;457204;462190
Saulon;21910;21;9809;13891;10578;12828;12051;11223
Marseille-en-Beauvaisis;60860;60;27336;28586;30307;34135;34684;34494
Bourges;18000;18;769469;1225164;1054065;1143891;1100019;1196322
Les Moutiers-en-Retz;44580;44;15453;20176;14809;13334;11809;7070
Antibes;06600;6;1573648;2805606;2419641;2552547;2244945;2317469
Savonnières;37510;37;1409;2262;2974;3422;3173;3017
Massy - Palaiseau;91300;91;2446441;4478681;4509521;4592605;4554175;4508499
Bourgoin-Jallieu;38300;38;1153604;2319842;2206686;2298427;2126276;2007369
Les Mureaux;78130;78;2304146;4212499;4169211;4152039;4054618;3943190
Anvin;62134;62;412;811;2643;12147;18542;19182
Sceaux - Boëssé;72160;72;4197;5483;7644;9495;8089;5511
Maubeuge;59600;59;421848;659605;597019;602076;539863;594047
Bournezeau;85480;85;320;949;729;573;716;1587
Les Noues;95190;95;798488;1461270;1539584;1618916;1674500;1724995
Anzeling;57320;57;1560;1591;1191;744;657;791
Scherwiller;67750;67;4409;6138;4055;5330;7292;6655
Maurs;15400;15;3962;7724;11296;12471;11859;12099
Bourth;27580;27;0;0;0;82;469;385
Les Pavillons-sous-Bois;93320;93;930421;1701182;1683059;1673494;1629471;1580346
Arengosse;40110;40;3870;4562;5591;5917;4859;4315
Schirmeck - La Broque;67130;67;336803;372537;367270;396234;394230;401819
Mazingarbe;62670;62;480;1088;1386;1009;1605;1373
Bouthéon;42160;42;26961;43426;33990;37248;32178;36970
Les Ramassiers;31000;31;10162;9323;6410;6006;9779;12025
Argelès-sur-Mer;66700;66;108200;147155;129365;157754;133172;156551
Schwindratzheim;67270;67;56972;77435;80721;83536;74839;67383
Mennessis;02700;2;6485;6698;8141;8656;8732;10404
Boves;80440;80;10945;18323;16049;14182;16521;16198
Les Sables-d'Olonne;85100;85;358842;520129;483387;517466;494313;491215
Arpajon;91290;91;943812;1725668;1714853;1714359;1677901;1635441
Sées;61500;61;41849;77199;77622;89164;85925;92300
Mérignac Arlac;33000;33;64264;141346;108444;89808;76646;83656
Bréauté - Beuzeville;76110;76;491647;744905;643702;645091;608266;621423
Les Salelles;48230;48;17;18;1;2;0;1
Arras;62000;62;3277711;5371360;5075699;5452299;5172884;5182086
Sénas;13560;13;20405;30374;24934;20981;20299;19725
Méru;60110;60;731637;1086110;1006113;1121708;1071806;1004713
Breil-sur-Roya;06540;6;32917;70196;60658;71707;57215;51425
Les Versannes;24330;24;813;1600;1699;2885;2641;1688
Aspres-sur-Buëch;05140;5;3410;8513;9306;11474;9597;10131
Sérézin-du-Rhône;69360;69;188689;283716;232096;229907;217855;231956
Meuse TGV;55220;55;178001;294068;299141;306562;269422;253133
Breteuil;60120;60;30912;41007;36295;36651;36570;39090
Lesparre-Médoc;33340;33;74228;107129;86740;81733;64273;70651
Assat;64510;64;559;273;151;168;461;236
Servoz;74310;74;8238;9679;13163;12565;10376;11302
Meximieux - Pérouges;01800;1;575199;899254;851864;892663;844249;849722
Bretigny - Norges;21490;21;10228;8764;10112;8340;8375;9460
L'Estaque;13016;13;45211;76570;60832;76554;65513;64348
Aubergenville Élisabethville;78410;78;1039473;1900062;1801226;1723706;1612926;1502962
Seugy;95270;95;35565;65028;56226;58733;56981;55410
Millau;12100;12;30177;40223;50825;70869;71789;80605
Bretoncelles;61110;61;21239;22932;20615;20934;24073;26475
Lestelle-de-Saint-Martory;31360;31;517;312;273;867;1146;1710
Aubie - Saint-Antoine;33240;33;28303;39025;30075;25566;19924;16770
Sevran - Livry;93270;93;3167854;5792675;5902128;5982229;5973397;5932168
Molinges;39360;39;604;611;934;1968;2072;1452
Breuillet Village;91650;91;374054;683921;672723;665433;644494;621695
L'Étang-la-Ville;78620;78;286427;523719;518147;516572;503902;487170
Aubin;12110;12;4316;5717;5550;5790;5577;6528
Sierentz;68510;68;218869;364492;327994;320660;320883;314449
Monestier-de-Clermont;38650;38;16152;27898;23908;31707;29181;29440
Brignoud;38190;38;206507;342380;293856;324827;294370;319511
Leucate La Franqui;11370;11;63919;68400;53643;65525;58874;61925
Aubrives;08320;8;9818;10424;9357;9767;9191;9739
Siorac-en-Périgord;24170;24;3943;7951;6216;6936;6222;6911
Monnaie;37380;37;18587;29171;32319;31161;29767;28395
Bully - Grenay;62160;62;124119;227299;218631;247573;245573;255861
Libourne;33500;33;1232616;1836217;1548977;1661500;1646338;1608739
Auch;32000;32;189485;282088;239984;299012;271358;290912
Solliès-Pont;83210;83;46303;73277;60727;67826;55357;50325
Monnerville;91930;91;13925;25461;24487;23991;22958;21882
Buno - Gironville;91720;91;33180;60666;64001;68182;70957;74127
Limeray;37530;37;7270;6352;6059;7245;7486;7109
Aumont-Aubrac;48130;48;5641;8036;7100;7754;7178;7840
Sotteville-lès-Rouen;76300;76;9759;20331;15913;18935;17117;17261
Montastruc-la-Conseillère;31380;31;164003;175940;147310;164396;140647;135363
Busseau sur Creuse;23150;23;628;551;764;1223;1022;1417
Limoges Bénédictins;87000;87;1252976;1987295;1823482;2120295;2054661;2139413
Auray;56400;56;779322;1109909;982728;1037396;998220;988235
Stephansfeld;67170;67;23185;40172;37952;43225;40467;37920
Montbarrey;39380;39;343;811;284;325;517;561
Calais - Fréthun;62185;62;519605;967139;893042;934087;882914;873346
Limoux Flassian;11300;11;4693;3796;1621;2020;2040;4224
Aurec-sur-Loire;43110;43;35557;69598;64270;51339;63844;70722
Strasbourg Roethig;67200;67;48454;75283;55108;57421;63798;61980
Montbrison;42600;42;105568;185662;170818;196299;170037;200826
Capdenac;12700;12;82518;107834;71224;75990;73838;76135
Lison;14330;14;118875;213420;237956;279334;261860;284832
Auxonne;21130;21;308332;373690;338385;355617;340160;337148
Survilliers - Fosses;95470;95;1162017;2126297;2119565;2130542;2096114;2050303
Mont-Dauphin - Guillestre;05600;5;51656;77673;70515;81597;83671;85980
Carhaix-Plouguer;29270;29;29538;34270;44750;59810;60746;65011
Lizy-sur-Ourcq;77440;77;202227;370060;362132;356523;344061;329876
Avallon;89200;89;30046;45473;36833;41444;36096;39727
Sury-le-Comtal;42450;42;13371;21113;18364;20035;17312;21352
Monte-Carlo Country Club;06190;6;88;340;5592;13295;11709;11956
Casino Lacroix Laval;69260;69;9241;21010;17487;21500;18331;20468
Loches;37600;37;245235;289698;275147;268036;277853;280681
Avenue Henri Martin;75016;75;442557;809171;839928;874140;891938;906404
Tacoignières - Richebourg;78910;78;106860;195739;193939;195215;190289;186160
Montereau;77130;77;1683227;3077612;3026973;2986171;2886952;2782996
Cassel;59970;59;91344;122794;111522;117253;109852;100561
Loison-sous-Lens;62218;62;7162;15112;14600;15199;11559;15488
Avignonet-Lauragais;31290;31;15673;20463;17746;26703;26652;28211
Tantonville;54116;54;2;9;150;425;397;391
Montluçon Rimard;03100;3;7320;7283;10941;13749;11342;8532
Castillon-la-Bataille;33350;33;133458;126556;165780;186208;173563;187413
Longueville;77650;77;450653;824175;816896;818352;800623;780859
Avord;18520;18;28256;35132;27513;28903;26383;26562
Tarascon-sur-Ariège;09400;9;26876;49041;41781;52028;47721;49294
Montluel;01120;1;408063;636960;568175;613502;596850;609910
Caudrot;33490;33;5015;8034;6238;5031;5406;8742
Lons-le-Saunier;39000;39;319292;424969;409755;464465;429971;442755
Avranches;50300;50;13362;16899;16954;24311;23086;28911
Templeuve;59242;59;564941;923317;844721;813044;729358;705554
Montmoreau;16190;16;9910;14114;10751;9864;8077;8848
Caudry;59540;59;102999;160222;132101;144371;133481;144088
Luant;36350;36;655;107;30;268;755;924
Azay-sur-Cher;37270;37;8865;13599;13004;13521;13090;12858
Tessonnières;81600;81;2381;2846;3185;4217;3946;4302
Montreuil-sur-Ille;35440;35;241515;321550;309137;311629;302817;304407
Caulnes;22350;22;42095;55299;45131;36453;31786;27383
Luchon;31110;31;22939;28744;23722;31900;35488;42046
Azerailles;54122;54;7448;10951;10053;11678;12881;15799
Thann Centre;68800;68;34474;44953;32137;27435;24094;25570
Montrond-les-Bains;42210;42;88253;149638;125896;131499;119885;132418
Caussade;82300;82;77676;90861;81556;102636;99606;104795
Luc-la-Primaube;12450;12;5253;6669;4749;5014;4560;5019
Bagnols - Chadenet;48190;48;538;692;610;601;556;540
Thézy-Glimont;80110;80;10762;14525;12411;13471;15907;18617
Montry - Condé;77450;77;27850;50924;54662;58286;61455;64462
Cazères;31220;31;154508;190025;165156;213813;203795;212450
Lunas;34650;34;108;299;182;158;111;81
Balagny Saint-Épin;60250;60;6145;10295;10936;11831;11228;14172
Thiennes;59189;59;1797;2785;2717;2154;2326;2180
Morannes;49640;49;19077;42135;49119;49926;47906;45928
Ceintrey;54109;54;1425;669;3344;3022;3394;4802
Lure;70200;70;207498;243662;212071;236885;218418;245876
Bartenheim;68870;68;107560;179015;174751;182301;176985;175177
